i charge it at night and skip taking the cord with me because of the good battery life .|||O O O O O O O O O B-AP O O O O O O B-AP I-AP O
i hate to say this , but if i could take this back to the shop and get my money back , then i would .|||O O O O O O O O O O O O O O O O O O O O O O O O O O
it makes doing schoolwork at night so much easier .|||O O O O O O O O O O
being only 2 months old , i am not a happy camper !|||O O O O O O O O O O O O O
> iphoto is probably the best program i have ever worked with , easy and convenient .|||O B-AP O O O O O O O O O O O O O O O
i love to write and play with graphics and html programming and my new toshiba works great on both !|||O O O O O O O O O O O O O O O B-AP O O O O
this computer may be small but it is one heck of a power horse .|||O O O O O O O O O O O O O O O
they would repair one thing , send it back and it would still have the same problem .|||O O O O O O O O O O O O O O O O O O
such as pages , numbers , and so on .|||O O O O O O O O O O
my laptop now has no battery .|||O O O O O B-AP O
beta had better quality , but vhs became the industry standard .|||O O O B-AP O O B-AP O O O O O
it made the computer much easier to use and navigate .|||O O O O O O O B-AP O B-AP O
, -if you buy this , do n't go into it expecting 7 hrs of battery life , and you 'll be perfectly satisfied .|||O O O O O O O O O O O O O O O B-AP I-AP O O O O O O O O
needs longer lasting battery , more than 1 to 2 hrs .|||O O O B-AP O O O O O O O O
in may i started having problems with the usb ports not working .|||O O O O O O O O B-AP I-AP O O O
10 plus hours of battery .|||O O O O B-AP O
if only bill gates would read some of what is said here ms would do a better job .|||O O O O O O O O O O O O O O O O O O O
the design is awesome , quality is unprecedented .|||O B-AP O O O B-AP O O O
i 'm going to try and keep my old g4 on the road for as long as possible .|||O O O O O O O O O O O O O O O O O O O
the mac version of microsoft office is cheaper than buying the actual and works just as well .|||O B-AP I-AP I-AP I-AP I-AP O O O O O O O O O O O O
the mac takes about the same amount of starting-up time as the average pc , but keeps itself cleaned up and ready to use .|||O O O O O O O O B-AP I-AP O O O O O O O O O O O O O O O
its hard to encounter a problem on a mac that would require such abrupt action .|||O O O O O O O O O O O O O O O O
the toshiba net book operates very well .|||O O O O B-AP O O O
i loved it .|||O O O O
the touch pad is fine , again , it 's a real touch pad .|||O B-AP I-AP O O O O O O O O O B-AP I-AP O
the pictures are clear as can be .|||O B-AP O O O O O O
it is also very lightweight , making transporting this computer very easy .|||O O O O O O O B-AP O O O O O
if anything , i would only suggest using one of these laptops if only you have to .|||O O O O O O O O O O O O O O O O O O
i sit down and use my husband 's work pc and i do n't like it one bit .|||O O O O O O O O O O O O O O O O O O O
it 's wonderful for computer gaming .|||O O O O O B-AP O
you have to toss out the wifi card and replace it just to have any sort of network capability .|||O O O O O O B-AP I-AP O O O O O O O O O B-AP I-AP O
and the best part is that it even comes with a free printer when they have a certain promotion/offer going , of course !|||O O O O O O O O O O O O B-AP O O O O O O O O O O O
the place we bought it from said that after they send it out to gateway 4 times they would give us a new one .|||O O O O O O O O O O O O O O O O O O O O O O O O O
it is very easy for anyone to use an apple and specially the mcbook pro notebook .|||O O O O O O O B-AP O O O O O O O O O
i like it better than my big dell laptop .|||O O O O O O O O O O
the flaws are , this computer is not for computer gamers because of the os x .|||O O O O O O O O O O O O O O B-AP I-AP O
i tried giving it 0 stars but i had to choose at least one , but imo no stars|||O O O O O O O O O O O O O O O O O O O
they really do have the worlds very worst repair service .|||O O O O O O O O B-AP I-AP O
they need to stop outsoucing and send some complaint calls to us based customer service agents for those who live in the united states .|||O O O O O O O O O O O O O B-AP I-AP I-AP O O O O O O O O O
i was also able to install and use my photoshop and aftereffects programs easily .|||O O O O O O O O O B-AP O B-AP I-AP O O
it 's perfect for everything and runs faster than an average pc !|||O O O O O O B-AP O O O O O O
for being so small it is amazing that it is as fast as it is .|||O O O O O O O O O O O O O O O O
heck , i like all mac computers , but they 're all way too pricey for the kind of economy the us is going through .|||O O O O O O O O O O O O O O O O O O O O O O O O O O
then after paying for it to be examined i was told it was same problem cited on website but i 'd have to pay anyways since it was past warrenty .|||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AP O
they claim that i should be happy because i am getting a new laptop to replace my two-month old laptop .|||O O O O O O O O O O O O O O O O O O O O O
i 'm already hooked on the sleek look and dependability that this laptop has shown .|||O O O O O O O B-AP O B-AP O O O O O O
the machine itself is alright .|||O O O O O O
it seems to have some opions that are intalled but do not work like i thought they would .|||O O O O O O O O O O O O O O O O O O O
and having to deal with the company has been a even worse nightmare .|||O O O O O O B-AP O O O O O O O
i will definitely be getting a new laptop if it has any more issues after the warranty expires and researching carefully when i do so i do n't run accross a situation like this again !|||O O O O O O O O O O O O O O O O B-AP O O O O O O O O O O O O O O O O O O O
i also experience the same with my macbook air .|||O O O O O O O O O O
it has all the features that are necessary for college and if not they are able to be added onto the computer .|||O O O O B-AP O O O O O O O O O O O O O O O O O O
i have owned many different brands of laptops in my life .|||O O O O O O O O O O O O
i did an internet search and this is a very common problem with this laptop .|||O O O O O O O O O O O O O O O O
i 've owned this labtop for less then two months , already the mouse button has broke .|||O O O O O O O O O O O O O B-AP I-AP O O O
it did fairly well , other than it 's poor performance , overheating and occational blue screen .|||O O O O O O O O O O B-AP O O O O O O O
the touchpad is very intuitive , so much so that i never want to use buttons to click again !|||O B-AP O O O O O O O O O O O O O B-AP O O O O
tons of bloatware and junk programs .|||O O O O O B-AP O
its sad because their commercials are great .|||O O O O O O O O
lots of extra space but the keyboard is ridiculously small .|||O O O B-AP O O B-AP O O O O
luckily , dell said they would replace my laptop with a new one , but instead i got a refund and bought a mac .|||O O O O O O O O O O O O O O O O O O O O O O O O O
i decided to get this pile of crap on a whim and totally freaking regret it .|||O O O O O O O O O O O O O O O O O
never been hacked .|||O O O O
it 's so bad that i 'm thinking i only got half a battery or something .|||O O O O O O O O O O O O O B-AP O O O
good keyboard , long battery life , largest hard drive and windows 7 .|||O B-AP O O B-AP I-AP O O B-AP I-AP O B-AP I-AP O
i think it was seventy nine plus tax .|||O O O O O O O O O
in summary , take your money elsewhere .|||O O O O O O O O
the processor is very quick and effective as i load webpages and applications .|||O B-AP O O O O O O O B-AP I-AP O B-AP O
my battery went bad about a year and a half after having it and it cost around eighty to a hundred dollars !|||O B-AP O O O O O O O O O O O O O O O O O O O O O
i will never buy refurbished again , i do n't cae how cheap it is .|||O O O O O O O O O O O O O O O O
it pretty much does everything we could ever need , and looks great to boot .|||O O O O O O O O O O O O O O B-AP O
it is just slow slow slow .|||O O O O O O O
bottom line , i doubt you 'd be overly disappointed if you invest in this machine .|||O O O O O O O O O O O O O O O O O
as a lifelong windows user , i was extremely pleased to make the change to mac .|||O O O B-AP O O O O O O O O O O O O O
so , owing to these problems , i went out and got myself an apple macbook pro , which i am using with great satisfaction at this very moment .|||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
the macbook pro is extremely thin and light compared to those heavy windows laptop .|||O O O O O O O O O O O O O O O
so this was great for me .|||O O O O O O O
this is the first macbook i have ever had .|||O O O O O O O O O O
the acer one compuer is a great computer .|||O O O O O O O O O
another problem .|||O O O
the macbook is also made better , my computer has never got a virus , and the laptop runs just as fast as the first day i bought it .|||O O O O O O O O O O O O O O O O O O B-AP O O O O O O O O O O O
so , if you 're thinking of a laptop , i would heartily recommend theapple 133 macbook pro notebook computer z0j80001 notebook for all your needs ! .|||O O O O O O O O O O O O O O O O O O O O O O O O O O O O
i wiped nearly everything off of it , installed openoffice and firefox , and i am operating an incredibly efficient and useful machine for a great price .|||O O O O O O O O O B-AP O B-AP O O O O O O O O O O O O O O B-AP O
overall i feel this netbook was poor quality , had poor performance , although it did have great battery life when it did work .|||O O O O O O O B-AP O O O B-AP O O O O O O B-AP I-AP O O O O O
i picked it out becaaspect0 it was inexpensive $ 400 and i thought it would be a good , easy to use first laptop .|||O O O O O O O O O O O O O O O O O O O O O B-AP O O O
my only problem is i can not reg the product key .|||O O O O O O O O O B-AP I-AP O
the time remaining goes from 4 hours plus to less than 2 hours over the span of about 10 minutes .|||O O O O O O O O O O O O O O O O O O O O O
